team,player,club,club_country,club_with_country,position,date_of_birth,age,age_as_of,age_source,age_source_url,fc26_ovr,rating_source,rating_confidence,notes,source_url,rating_url,headshot_url,last_verified_at
Portugal,Joao Neves,PSG,France,PSG [France],CM,2004-09-27,21,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/joao-neves-272834,85,EA official (per prior chat),medium,"Young, intense, complete midfielder and next Portugal pillar.",,https://www.fcratings.com/joao-neves-272834,https://www.fcratings.com/assets/images/post/272834.png,2026-06-26
Portugal,Bernardo Silva,Manchester City,England,Manchester City [England],CM / RW,1994-08-10,31,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/bernardo-silva-218667,84,EA official (per prior chat),medium,"Incredibly intelligent, press-resistant and beloved by tactics nerds.",,https://www.fcratings.com/bernardo-silva-218667,https://www.fcratings.com/assets/images/post/218667.png,2026-06-26
Portugal,Cristiano Ronaldo,Al Nassr,Saudi Arabia,Al Nassr [Saudi Arabia],ST,1985-02-05,41,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/cristiano-ronaldo-20801,85,EA official (per prior chat),medium,Global icon; no longer peak Ronaldo but still box-office and a goal threat.,,https://www.fcratings.com/cristiano-ronaldo-20801,https://www.fcratings.com/assets/images/post/20801.png,2026-06-26
Portugal,Rafael Leao,AC Milan,Italy,AC Milan [Italy],LW,1999-06-10,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/rafael-leao-241721,84,EA official (per prior chat),medium,Explosive stylish winger; inconsistent but unplayable on his day.,,https://www.fcratings.com/rafael-leao-241721,https://www.fcratings.com/assets/images/post/241721.png,2026-06-26
Portugal,Joao Felix,Al Nassr,Saudi Arabia,Al Nassr [Saudi Arabia],CAM / second striker,1999-11-10,26,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/joao-felix-242444,79,EA official (per prior chat),medium,"Very talented aesthetically, but polarizing on end product.",,https://www.fcratings.com/joao-felix-242444,https://www.fcratings.com/assets/images/post/242444.png,2026-06-26
Portugal,Pedro Neto,Chelsea,England,Chelsea [England],RW / LW,2000-03-09,26,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/pedro-neto-238616,80,EA official (per prior chat),medium,Direct fast winger useful for stretching games.,,https://www.fcratings.com/pedro-neto-238616,https://www.fcratings.com/assets/images/post/238616.png,2026-06-26
Portugal,Goncalo Ramos,PSG,France,PSG [France],ST,2001-06-20,25,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/goncalo-ramos-256903,80,EA official (per prior chat),medium,Traditional striker profile; famous for 2022 hat trick vs Switzerland.,,https://www.fcratings.com/goncalo-ramos-256903,https://www.fcratings.com/assets/images/post/256903.png,2026-06-26
Portugal,Francisco Conceicao,Juventus,Italy,Juventus [Italy],RM / RW,2002-12-14,23,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/francisco-conceicao-261050,79,EA official (per prior chat),medium,Small sharp dribbler; good late-game chaos option.,,https://www.fcratings.com/francisco-conceicao-261050,https://www.fcratings.com/assets/images/post/261050.png,2026-06-26
Portugal,Diogo Dalot,Manchester United,England,Manchester United [England],RB / LB,1999-03-18,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/diogo-dalot-234574,79,EA official (per prior chat),medium,Versatile steady fullback across both sides.,,https://www.fcratings.com/diogo-dalot-234574,https://www.fcratings.com/assets/images/post/234574.png,2026-06-26
Portugal,Renato Veiga,Villarreal,Spain,Villarreal [Spain],CB / LB,2003-07-29,22,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/renato-veiga-273906,76,EA official/third-party mixed (per prior chat),low,Less famous but versatile and physically useful.,,https://www.fcratings.com/renato-veiga-273906,https://www.fcratings.com/assets/images/post/273906.png,2026-06-26
Brazil,Alisson,Liverpool,England,Liverpool [England],GK,1992-10-02,33,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/alisson-212831,89,EA official (per prior chat),medium,"Elite goalkeeper; calm, complete and trusted in big matches.",,https://www.fcratings.com/alisson-212831,https://www.fcratings.com/assets/images/post/212831.png,2026-06-26
Brazil,Danilo,Flamengo,Brazil,Flamengo [Brazil],RB / CB,1999-04-07,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/danilo-239881,76,third-party FC database (per prior chat),low,Tactically smart experienced veteran across the back line.,,https://www.fcratings.com/danilo-239881,https://www.fcratings.com/assets/images/post/239881.png,2026-06-26
Brazil,Marquinhos,PSG,France,PSG [France],CB,1994-05-14,32,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/marquinhos-207865,87,EA official (per prior chat),medium,Longtime Brazil and PSG leader; elegant and experienced.,,https://www.fcratings.com/marquinhos-207865,https://www.fcratings.com/assets/images/post/207865.png,2026-06-26
Brazil,Gabriel Magalhaes,Arsenal,England,Arsenal [England],CB,1997-12-19,28,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Gabriel_Magalhaes,88,EA official (per prior chat),medium,Powerful aggressive Premier League centre-back; arguably Brazil's best pure defender.,,https://www.fcratings.com/gabriel-232580,https://www.fcratings.com/assets/images/post/232580.png,2026-06-27
Brazil,Douglas Santos,Zenit Saint Petersburg,Russia,Zenit Saint Petersburg [Russia],LB,1994-03-22,32,2026-06-27,Wikipedia infobox bday,"https://en.wikipedia.org/wiki/Douglas_Santos_(footballer,_born_1994)",77,third-party FC database (per prior chat),low,Experienced steady left-back trusted by Ancelotti.,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Douglas_Santos_Brazil_V_Morocco_13_June_2026-87_%28cropped%29.jpg/250px-Douglas_Santos_Brazil_V_Morocco_13_June_2026-87_%28cropped%29.jpg,2026-06-27
Brazil,Eder Militao,Real Madrid,Spain,Real Madrid [Spain],CB / RB,1998-01-18,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/eder-militao-240130,84,EA official (per prior chat),medium,Elite athlete and Real Madrid pedigree; starts for many teams when fit.,,https://www.fcratings.com/eder-militao-240130,https://www.fcratings.com/assets/images/post/240130.png,2026-06-26
Brazil,Casemiro,Manchester United,England,Manchester United [England],CDM,1992-02-23,34,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/casemiro-200145,80,EA official (per prior chat),medium,Famous combative tactical midfielder; past his peak but important.,,https://www.fcratings.com/casemiro-200145,https://www.fcratings.com/assets/images/post/200145.png,2026-06-26
Brazil,Bruno Guimaraes,Newcastle United,England,Newcastle United [England],CM / DM,1997-11-16,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/bruno-guimaraes-247851,86,EA official (per prior chat),medium,"Modern midfield engine: press-resistant, aggressive and technical.",,https://www.fcratings.com/bruno-guimaraes-247851,https://www.fcratings.com/assets/images/post/247851.png,2026-06-26
Brazil,Lucas Paqueta,Flamengo,Brazil,Flamengo [Brazil],CM / AM,1997-08-27,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/lucas-paqueta-233927,80,EA official (per prior chat),medium,Skillful expressive creator; sometimes inconsistent but adds flair.,,https://www.fcratings.com/lucas-paqueta-233927,https://www.fcratings.com/assets/images/post/233927.png,2026-06-26
Brazil,Raphinha,Barcelona,Spain,Barcelona [Spain],RW / LW,1996-12-14,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/raphinha-233419,89,EA official (per prior chat),medium,High-energy productive attacker and one of Brazil's highest-rated FC 26 players.,,https://www.fcratings.com/raphinha-233419,https://www.fcratings.com/assets/images/post/233419.png,2026-06-26
Brazil,Rayan,Bournemouth,England,Bournemouth [England],RW / ST,2006-08-03,19,2026-06-27,Wikipedia infobox bday,"https://en.wikipedia.org/wiki/Rayan_(footballer,_born_2006)",78,third-party FC database (per prior chat),low,Big left-footed direct high-upside attacker; suddenly relevant after starting.,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Rayan_Brazil_V_Morocco_13_June_2026-142.jpg/250px-Rayan_Brazil_V_Morocco_13_June_2026-142.jpg,2026-06-27
Brazil,Vinicius Jr.,Real Madrid,Spain,Real Madrid [Spain],LW,2000-07-12,25,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Vinicius_Jr.,89,EA official (per prior chat),medium,"Brazil's main face; explosive, terrifying one-v-one, huge global profile.",,https://www.fcratings.com/vini-jr-238794,https://www.fcratings.com/assets/images/post/238794.png,2026-06-27
Brazil,Matheus Cunha,Manchester United,England,Manchester United [England],ST / CAM,1999-05-27,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/matheus-cunha-240243,83,EA official (per prior chat),medium,Intelligent technical forward; useful and in-form.,,https://www.fcratings.com/matheus-cunha-240243,https://www.fcratings.com/assets/images/post/240243.png,2026-06-26
Brazil,Neymar,Santos,Brazil,Santos [Brazil],CAM / LW,1992-02-05,34,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Neymar,83,third-party FC database (per prior chat),low,Brazil's all-time top scorer and biggest aura player; fitness is the question.,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Neymar_Junior_Brazil_V_Morocco_13_June_2026-40.jpg/250px-Neymar_Junior_Brazil_V_Morocco_13_June_2026-40.jpg,2026-06-27
Brazil,Gabriel Martinelli,Arsenal,England,Arsenal [England],LW,2001-06-18,25,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/gabriel-martinelli-251566,81,EA official (per prior chat),medium,Fast direct intense winger; useful for fresh legs and pressing.,,https://www.fcratings.com/gabriel-martinelli-251566,https://www.fcratings.com/assets/images/post/251566.png,2026-06-26
Brazil,Endrick,Lyon,France,Lyon [France],ST,2006-07-21,19,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/endrick-272505,77,EA official (per prior chat),medium,Massive hype and talent; still developing.,,https://www.fcratings.com/endrick-272505,https://www.fcratings.com/assets/images/post/272505.png,2026-06-26
Brazil,Ederson,Fenerbahce,Turkey,Fenerbahce [Turkey],GK,1993-08-17,32,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/ederson-210257,85,EA official (per prior chat),medium,Elite passer for a goalkeeper; would start for many national teams.,,https://www.fcratings.com/ederson-210257,https://www.fcratings.com/assets/images/post/210257.png,2026-06-26
Brazil,Igor Thiago,Brentford,England,Brentford [England],ST,2001-06-26,25,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/igor-thiago-275771,,not collected,unknown,Physical striker option; less famous globally.,,https://www.fcratings.com/igor-thiago-275771,https://www.fcratings.com/assets/images/post/275771.png,2026-06-26
Mexico,Julian Quiñones,Al-Qadsiah,Saudi Arabia,Al-Qadsiah [Saudi Arabia],FW,1997-03-24,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/julian-quinones-234579,81,third_party_fc_database,medium,"Julian Quiñones is a 29-year-old Mexico forward at Al-Qadsiah. With an FC 26 OVR of 81, he brings front-line attacking quality, movement, and scoring threat to the Mexico squad.",https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/julian-quinones-234579,https://www.fcratings.com/assets/images/post/234579.png,2026-06-26
Mexico,Santiago Giménez,Milan,Italy,Milan [Italy],FW,2001-04-18,25,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/santiago-gimenez-245152,79,third_party_fc_database,medium,"Santiago Giménez is a 25-year-old Mexico forward at Milan. With an FC 26 OVR of 79, he brings reliable attacking depth, final-third movement, and finishing options to the Mexico squad.",https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/santiago-gimenez-245152,https://www.fcratings.com/assets/images/post/245152.png,2026-06-26
Mexico,Raúl Jiménez,Fulham,England,Fulham [England],FW,1991-05-05,35,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/raul-jimenez-204838,78,third_party_fc_database,medium,"Raúl Jiménez is a 35-year-old Mexico forward at Fulham. With an FC 26 OVR of 78, he brings reliable attacking depth, final-third movement, and finishing options to the Mexico squad.",https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/raul-jimenez-204838,https://www.fcratings.com/assets/images/post/204838.png,2026-06-26
Mexico,Orbelín Pineda,AEK Athens,Greece,AEK Athens [Greece],MF,1996-03-24,30,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/orbelin-pineda-224574,77,third_party_fc_database,medium,"Orbelín Pineda is a 30-year-old Mexico midfielder at AEK Athens. With an FC 26 OVR of 77, he brings engine-room balance, pressing, and passing range to the Mexico squad.",https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/orbelin-pineda-224574,https://www.fcratings.com/assets/images/post/224574.png,2026-06-26
Mexico,Johan Vásquez,Genoa,Italy,Genoa [Italy],DF,1998-10-22,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/johan-vasquez-244349,75,third_party_fc_database,medium,"Johan Vásquez is a 27-year-old Mexico defender at Genoa. With an FC 26 OVR of 75, he brings back-line reliability, aerial presence, and defensive balance to the Mexico squad.",https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/johan-vasquez-244349,https://www.fcratings.com/assets/images/post/244349.png,2026-06-26
Mexico,César Huerta,Anderlecht,Belgium (civil),Anderlecht [Belgium (civil)],FW,2000-12-03,25,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/cesar-huerta-246289,73,third_party_fc_database,medium,"César Huerta is a 25-year-old Mexico forward at Anderlecht. With an FC 26 OVR of 73, he brings forward depth, pressing energy, and direct running to the Mexico squad.",https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/cesar-huerta-246289,https://www.fcratings.com/assets/images/post/246289.png,2026-06-26
Mexico,Brian Gutiérrez,Guadalajara,Mexico,Guadalajara [Mexico],MF,2003-06-17,23,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/brian-gutierrez-260984,72,third_party_fc_database,low,"Brian Gutiérrez is a 23-year-old Mexico midfielder at Guadalajara. With an FC 26 OVR of 72, he brings midfield depth, work rate, and rotation cover to the Mexico squad.",https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/brian-gutierrez-260984,https://www.fcratings.com/assets/images/post/260984.png,2026-06-26
Mexico,Obed Vargas,Atlético Madrid,Spain,Atlético Madrid [Spain],MF,2005-08-05,20,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/obed-vargas-263701,72,third_party_fc_database,medium,"Obed Vargas is a 20-year-old Mexico midfielder at Atlético Madrid. With an FC 26 OVR of 72, he brings midfield depth, work rate, and rotation cover to the Mexico squad.",https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/obed-vargas-263701,https://www.fcratings.com/assets/images/post/263701.png,2026-06-26
Mexico,Mateo Chávez,AZ,Netherlands,AZ [Netherlands],DF,2004-05-12,22,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/mateo-chavez-78784,71,third_party_fc_database,low,"Mateo Chávez is a 22-year-old Mexico defender at AZ. With an FC 26 OVR of 71, he brings defensive depth, recovery cover, and squad flexibility to the Mexico squad.",https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/mateo-chavez-78784,https://www.fcratings.com/assets/images/post/78784.png,2026-06-26
